# QGIS Generated Color Map Export File
INTERPOLATION:INTERPOLATED
0,48,18,59,255,0m
7.81260000000000243,50,21,67,255,8m
15.625,51,24,74,255,16m
23.43759999999999977,52,27,81,255,23m
31.25,53,30,88,255,31m
39.06259999999999621,54,33,95,255,39m
46.875,55,36,102,255,47m
54.68759999999999621,56,39,109,255,55m
62.5,57,42,115,255,63m
70.31266666666665799,58,45,121,255,70m
78.1253333333333444,59,47,128,255,78m
85.93733333333334201,60,50,134,255,86m
93.75,61,53,139,255,94m
101.56266666666665799,62,56,145,255,102m
109.3753333333333444,63,59,151,255,109m
117.18733333333335622,63,62,156,255,117m
125,64,64,162,255,125m
132.8126666666666722,65,67,167,255,133m
140.62533333333331598,65,70,172,255,141m
148.4373333333333278,66,73,177,255,148m
156.25,66,75,181,255,156m
164.0626666666666722,67,78,186,255,164m
171.87466666666668402,68,81,191,255,172m
179.6873333333333278,68,84,195,255,180m
187.5,68,86,199,255,188m
195.3126666666666722,69,89,203,255,195m
203.12600000000000477,69,92,207,255,203m
210.93799999999995975,69,94,211,255,211m
218.75,70,97,214,255,219m
226.56200000000004025,70,100,218,255,227m
234.37599999999997635,70,102,221,255,234m
242.18799999999995975,70,105,224,255,242m
250,70,107,227,255,250m
257.81200000000001182,71,110,230,255,258m
265.6260000000000332,71,113,233,255,266m
273.43799999999998818,71,115,235,255,273m
281.25,71,118,238,255,281m
289.06200000000001182,71,120,240,255,289m
296.87599999999997635,71,123,242,255,297m
304.68799999999998818,70,125,244,255,305m
312.5,70,128,246,255,313m
320.31200000000001182,70,130,248,255,320m
328.1260000000000332,70,133,250,255,328m
335.93799999999998818,70,135,251,255,336m
343.75,69,138,252,255,344m
351.56200000000001182,69,140,253,255,352m
359.37599999999997635,68,143,254,255,359m
367.18799999999998818,67,145,254,255,367m
375,66,148,255,255,375m
382.81200000000006867,65,150,255,255,383m
390.62599999999997635,64,153,255,255,391m
398.43799999999993133,62,155,254,255,398m
406.25,61,158,254,255,406m
414.06200000000001182,59,160,253,255,414m
421.87599999999991951,58,163,252,255,422m
429.68799999999998818,56,165,251,255,430m
437.5,55,168,250,255,438m
445.31200000000006867,53,171,248,255,445m
453.12599999999991951,51,173,247,255,453m
460.93799999999998818,49,175,245,255,461m
468.75,47,178,244,255,469m
476.56200000000001182,46,180,242,255,477m
484.37599999999991951,44,183,240,255,484m
492.18799999999993133,42,185,238,255,492m
500,40,188,235,255,500m
507.81199999999995498,39,190,233,255,508m
515.62599999999997635,37,192,231,255,516m
523.43799999999998818,35,195,228,255,523m
531.25,34,197,226,255,531m
539.06199999999989814,32,199,223,255,539m
546.87599999999997635,31,201,221,255,547m
554.68800000000010186,30,203,218,255,555m
562.5,28,205,216,255,563m
570.31200000000001182,27,208,213,255,570m
578.12599999999997635,26,210,210,255,578m
585.93800000000010186,26,212,208,255,586m
593.75,25,213,205,255,594m
601.56200000000001182,24,215,202,255,602m
609.37599999999997635,24,217,200,255,609m
617.18800000000010186,24,219,197,255,617m
625,24,221,194,255,625m
632.81199999999989814,24,222,192,255,633m
640.62599999999997635,24,224,189,255,641m
648.43799999999998818,25,226,187,255,648m
656.25,25,227,185,255,656m
664.06199999999989814,26,228,182,255,664m
671.87333333333333485,28,230,180,255,672m
679.68666666666661058,29,231,178,255,680m
687.5,31,233,175,255,688m
695.31333333333338942,32,234,172,255,695m
703.12666666666655146,34,235,170,255,703m
710.94000000000005457,37,236,167,255,711m
718.7533333333333303,39,238,164,255,719m
726.55999999999994543,42,239,161,255,727m
734.37333333333333485,44,240,158,255,734m
742.18666666666661058,47,241,155,255,742m
750,50,242,152,255,750m
757.81333333333338942,53,243,148,255,758m
765.62666666666666515,56,244,145,255,766m
773.43999999999994088,60,245,142,255,773m
781.2533333333333303,63,246,138,255,781m
789.06000000000005912,67,247,135,255,789m
796.87333333333333485,70,248,132,255,797m
804.68666666666661058,74,248,128,255,805m
812.5,78,249,125,255,813m
820.31333333333338942,82,250,122,255,820m
828.12666666666666515,85,250,118,255,828m
835.94000000000005457,89,251,115,255,836m
843.74666666666678339,93,252,111,255,844m
851.55999999999994543,97,252,108,255,852m
859.37333333333333485,101,253,105,255,859m
867.18666666666661058,105,253,102,255,867m
875,109,254,98,255,875m
882.81333333333338942,113,254,95,255,883m
890.62666666666666515,117,254,92,255,891m
898.44000000000005457,121,254,89,255,898m
906.24666666666678339,125,255,86,255,906m
914.05999999999994543,128,255,83,255,914m
921.87333333333333485,132,255,81,255,922m
929.68666666666661058,136,255,78,255,930m
937.5,139,255,75,255,938m
945.31333333333338942,143,255,73,255,945m
953.12666666666666515,146,255,71,255,953m
960.94000000000005457,150,254,68,255,961m
968.75333333333321661,153,254,66,255,969m
976.55999999999994543,156,254,64,255,977m
984.37333333333333485,159,253,63,255,984m
992.18666666666661058,161,253,61,255,992m
1000,164,252,60,255,1000m
1007.81333333333350311,167,252,58,255,1008m
1015.62666666666666515,169,251,57,255,1016m
1023.44000000000016826,172,251,56,255,1023m
1031.2533333333333303,175,250,55,255,1031m
1039.05999999999994543,177,249,54,255,1039m
1046.87333333333322116,180,248,54,255,1047m
1054.68666666666672427,183,247,53,255,1055m
1062.5,185,246,53,255,1063m
1070.31333333333350311,188,245,52,255,1070m
1078.12666666666677884,190,244,52,255,1078m
1085.94000000000005457,193,243,52,255,1086m
1093.7533333333333303,195,241,52,255,1094m
1101.55999999999994543,198,240,52,255,1102m
1109.37333333333322116,200,239,52,255,1109m
1117.18666666666649689,203,237,52,255,1117m
1125,205,236,52,255,1125m
1132.81333333333327573,208,234,52,255,1133m
1140.62666666666677884,210,233,53,255,1141m
1148.44000000000005457,212,231,53,255,1148m
1156.2466666666666697,215,229,53,255,1156m
1164.05999999999994543,217,228,54,255,1164m
1171.87333333333322116,219,226,54,255,1172m
1179.68666666666649689,221,224,55,255,1180m
1187.5,223,223,55,255,1188m
1195.31333333333350311,225,221,55,255,1195m
1203.12666666666655146,227,219,56,255,1203m
1210.94000000000005457,229,217,56,255,1211m
1218.7466666666666697,231,215,57,255,1219m
1226.5600000000001728,233,213,57,255,1227m
1234.37333333333322116,235,211,57,255,1234m
1242.18666666666649689,236,209,58,255,1242m
1250,238,207,58,255,1250m
1257.81333333333350311,239,205,58,255,1258m
1265.62666666666677884,241,203,58,255,1266m
1273.4399999999998272,242,201,58,255,1273m
1281.2533333333333303,244,199,58,255,1281m
1289.05999999999994543,245,197,58,255,1289m
1296.87333333333344854,246,195,58,255,1297m
1304.68666666666649689,247,193,58,255,1305m
1312.5,248,190,57,255,1313m
1320.31333333333350311,249,188,57,255,1320m
1328.12666666666677884,250,186,57,255,1328m
1335.94000000000005457,251,184,56,255,1336m
1343.7533333333333303,251,182,55,255,1344m
1351.55999999999994543,252,179,54,255,1352m
1359.37333333333322116,252,177,54,255,1359m
1367.18666666666672427,253,174,53,255,1367m
1375,253,172,52,255,1375m
1382.81333333333327573,254,169,51,255,1383m
1390.62666666666677884,254,167,50,255,1391m
1398.4399999999998272,254,164,49,255,1398m
1406.25333333333310293,254,161,48,255,1406m
1414.0600000000001728,254,158,47,255,1414m
1421.87333333333322116,254,155,45,255,1422m
1429.68666666666672427,254,153,44,255,1430m
1437.5,254,150,43,255,1438m
1445.31333333333327573,254,147,42,255,1445m
1453.12666666666677884,254,144,41,255,1453m
1460.9399999999998272,253,141,39,255,1461m
1468.7466666666666697,253,138,38,255,1469m
1476.55999999999994543,252,135,37,255,1477m
1484.37333333333322116,252,132,35,255,1484m
1492.18666666666672427,251,129,34,255,1492m
1500,251,126,33,255,1500m
1507.81333333333350311,250,123,31,255,1508m
1515.62666666666677884,249,120,30,255,1516m
1523.4399999999998272,249,117,29,255,1523m
1531.2466666666666697,248,114,28,255,1531m
1539.0600000000001728,247,111,26,255,1539m
1546.87333333333322116,246,108,25,255,1547m
1554.68666666666649689,245,105,24,255,1555m
1562.5,244,102,23,255,1563m
1570.31333333333350311,243,99,21,255,1570m
1578.12666666666677884,242,96,20,255,1578m
1585.9399999999998272,241,93,19,255,1586m
1593.7533333333333303,240,91,18,255,1594m
1601.5600000000001728,239,88,17,255,1602m
1609.37333333333322116,237,85,16,255,1609m
1617.18666666666649689,236,83,15,255,1617m
1625,235,80,14,255,1625m
1632.81333333333327573,234,78,13,255,1633m
1640.62666666666677884,232,75,12,255,1641m
1648.44000000000005457,231,73,12,255,1648m
1656.2533333333333303,229,71,11,255,1656m
1664.06000000000040018,228,69,10,255,1664m
1671.87333333333322116,226,67,10,255,1672m
1679.68666666666649689,225,65,9,255,1680m
1687.5,223,63,8,255,1688m
1695.31333333333327573,221,61,8,255,1695m
1703.12666666666677884,220,59,7,255,1703m
1710.93999999999959982,218,57,7,255,1711m
1718.7533333333333303,216,55,6,255,1719m
1726.56000000000040018,214,53,6,255,1727m
1734.37333333333322116,212,51,5,255,1734m
1742.18666666666672427,210,49,5,255,1742m
1750,208,47,5,255,1750m
1757.81333333333350311,206,45,4,255,1758m
1765.62666666666677884,204,43,4,255,1766m
1773.43999999999959982,202,42,4,255,1773m
1781.2533333333333303,200,40,3,255,1781m
1789.06000000000040018,197,38,3,255,1789m
1796.87333333333367591,195,37,3,255,1797m
1804.68666666666672427,193,35,2,255,1805m
1812.5,190,33,2,255,1813m
1820.31333333333327573,188,32,2,255,1820m
1828.12666666666677884,185,30,2,255,1828m
1835.93999999999959982,183,29,2,255,1836m
1843.7466666666666697,180,27,1,255,1844m
1851.55999999999994543,178,26,1,255,1852m
1859.37333333333322116,175,24,1,255,1859m
1867.18666666666649689,172,23,1,255,1867m
1875,169,22,1,255,1875m
1882.81333333333350311,167,20,1,255,1883m
1890.62666666666677884,164,19,1,255,1891m
1898.44000000000005457,161,18,1,255,1898m
1906.2533333333333303,158,16,1,255,1906m
1914.06000000000040018,155,15,1,255,1914m
1921.87333333333322116,152,14,1,255,1922m
